municipio,estado,populacao_municipio,populacao_estado,area_km2,densidade_populacional,percentual_populacao_estado
Buriti Alegre,Goiás,10831.0,7350483.0,901.932,12.008665841770776,0.1473508611610965
Buriti de Goiás,Goiás,2789.0,7350483.0,202.576,13.767672379748836,0.03794308482857521
Buritinópolis,Goiás,3154.0,7350483.0,246.075,12.817230519150666,0.042908744908327794
Cabeceiras,Goiás,7678.0,7350483.0,1126.434,6.8162005053114525,0.10445572080093239
Cachoeira Alta,Goiás,11789.0,7350483.0,1657.226,7.11369481289818,0.16038401830192656
Cachoeira Dourada,Goiás,7801.0,7350483.0,528.281,14.766762385927187,0.1061290802250682
Cachoeira de Goiás,Goiás,1419.0,7350483.0,424.49,3.3428349313293597,0.019304853844298395
Caiapônia,Goiás,16655.0,7350483.0,8627.961,1.9303517945897068,0.22658374966651854
Caldas Novas,Goiás,104788.0,7350483.0,1608.523,65.14547818091503,1.4255933929783935
Caldazinha,Goiás,4735.0,7350483.0,251.72,18.81058318766884,0.06441753555514651
Campestre de Goiás,Goiás,3854.0,7350483.0,272.734,14.130984769042364,0.05243192862292178
Campinaçu,Goiás,3758.0,7350483.0,1978.386,1.8995282012711372,0.05112589199920604
Campinorte,Goiás,12879.0,7350483.0,1064.541,12.098171888165886,0.17521297580036577
Campo Alegre de Goiás,Goiás,7711.0,7350483.0,2450.111,3.147204351149805,0.10490467089033469
Campo Limpo de Goiás,Goiás,8449.0,7350483.0,156.113,54.121053339568135,0.1149448274351495
Campos Belos,Goiás,18258.0,7350483.0,735.126,24.83655863076534,0.24839184037293874
Campos Verdes,Goiás,3899.0,7350483.0,443.125,8.798871650211565,0.05304413329028855
Carmo do Rio Verde,Goiás,9937.0,7350483.0,419.821,23.669611572551158,0.1351883951027436
Castelândia,Goiás,2921.0,7350483.0,299.228,9.761786998542917,0.03973888518618436
Catalão,Goiás,120789.0,7350483.0,3826.37,31.56751699391329,1.6432797681458482
Caturaí,Goiás,5318.0,7350483.0,205.065,25.933240679784458,0.07234898713458694
Cavalcante,Goiás,9721.0,7350483.0,6948.78,1.3989506071569398,0.13224981269938316
Caçu,Goiás,14006.0,7350483.0,2254.34,6.212904885687163,0.1905453015808621
Ceres,Goiás,22484.0,7350483.0,213.07,105.52400619514714,0.30588466091275907
Cezarina,Goiás,8265.0,7350483.0,417.08,19.816342188548962,0.11244159057302765
Chapadão do Céu,Goiás,13897.0,7350483.0,2184.076,6.362873819409215,0.1890624058310182
Cidade Ocidental,Goiás,98963.0,7350483.0,389.984,253.7616927873964,1.3463468999248076
Cocalzinho de Goiás,Goiás,26638.0,7350483.0,1785.339,14.920415674558166,0.3623979539847926
Colinas do Sul,Goiás,4153.0,7350483.0,1707.519,2.432183770722317,0.05649968852386979
Corumbaíba,Goiás,9416.0,7350483.0,1864.277,5.050751578225768,0.12810042550945291
Corumbá de Goiás,Goiás,10714.0,7350483.0,1064.833,10.061671642407775,0.14575912902594293
Cristalina,Goiás,65705.0,7350483.0,6153.921,10.676932641806744,0.8938868370962832
Cristianópolis,Goiás,3630.0,7350483.0,221.624,16.379092517055916,0.04938450983425171
Crixás,Goiás,17445.0,7350483.0,4673.039,3.733116714840172,0.23733134271584602
Cromínia,Goiás,3977.0,7350483.0,364.918,10.898338804882192,0.05410528804705759
Cumari,Goiás,2955.0,7350483.0,568.365,5.199123802486079,0.04020143982375036
Córrego do Ouro,Goiás,2456.0,7350483.0,458.077,5.361544019891852,0.03341277029006121
Damianópolis,Goiás,3884.0,7350483.0,417.625,9.300209518108352,0.05284006506783296
Damolândia,Goiás,2755.0,7350483.0,86.057,32.01366536133028,0.03748053019100922
Davinópolis,Goiás,1901.0,7350483.0,482.857,3.936983413308702,0.025862246059204543
Diorama,Goiás,2023.0,7350483.0,685.382,2.9516386482282875,0.02752200093517664
Divinópolis de Goiás,Goiás,4440.0,7350483.0,828.874,5.356664583519328,0.060404193846853325
Doverlândia,Goiás,6895.0,7350483.0,3227.558,2.136290037235582,0.09380335958875083
Edealina,Goiás,4087.0,7350483.0,598.218,6.831957580681291,0.05560178834506522
Edéia,Goiás,11953.0,7350483.0,1469.099,8.136279447470866,0.1626151642007743
Estrela do Norte,Goiás,3224.0,7350483.0,301.139,10.706019479376634,0.04386106327978719
Faina,Goiás,7164.0,7350483.0,1949.685,3.6744397171850838,0.09746298304478766
Fazenda Nova,Goiás,5878.0,7350483.0,1279.107,4.595393504999973,0.07996753410626213
Firminópolis,Goiás,10365.0,7350483.0,422.34,24.541838329308142,0.14101114171680962
Flores de Goiás,Goiás,14156.0,7350483.0,3695.106,3.831013237509289,0.19258598380541794
Formosa,Goiás,120478.0,7350483.0,5804.292,20.756709000856606,1.639048753666936
Formoso,Goiás,4681.0,7350483.0,843.42,5.550022527329207,0.0636828899543064
Gameleira de Goiás,Goiás,3542.0,7350483.0,588.328,6.020451176894522,0.04818730959584561
Goiandira,Goiás,4986.0,7350483.0,569.917,8.748642346166196,0.06783227714423665
Goianira,Goiás,78754.0,7350483.0,213.772,368.4018486986135,1.0714125860844792
Goianápolis,Goiás,14555.0,7350483.0,166.642,87.34292675315947,0.19801419852273652
Goianésia,Goiás,77014.0,7350483.0,1547.319,49.77254205499965,1.0477406722796312
Goiatuba,Goiás,36777.0,7350483.0,2479.591,14.831881548206942,0.5003344678166047
Goiás,Goiás,24233.0,7350483.0,3108.423,7.7959145199993705,0.3296790156510803
Goiânia,Goiás,1494599.0,7350483.0,729.296,2049.372271341129,20.333344080926384
Gouvelândia,Goiás,4356.0,7350483.0,827.373,5.264856358619389,0.05926141180110205
Guapó,Goiás,20588.0,7350483.0,514.178,40.04060850522582,0.280090437594373
Guarani de Goiás,Goiás,4106.0,7350483.0,1221.054,3.362668645285139,0.055860274760175625
Guaraíta,Goiás,2185.0,7350483.0,205.533,10.630896255102588,0.029725937737696963
Guarinos,Goiás,2165.0,7350483.0,593.188,3.649770393197435,0.02945384677442285
Heitoraí,Goiás,3360.0,7350483.0,228.615,14.697198346565186,0.045711281830051166
Hidrolina,Goiás,3514.0,7350483.0,583.756,6.01963834204702,0.047806382247261844
Hidrolândia,Goiás,29827.0,7350483.0,952.122,31.32686777534812,0.4057828580788501
Iaciara,Goiás,10430.0,7350483.0,1547.183,6.74128399807909,0.1418954373474505
Inaciolândia,Goiás,6061.0,7350483.0,689.201,8.794241447705387,0.08245716642022027
Indiara,Goiás,17747.0,7350483.0,955.419,18.575096371330275,0.24143991626128514
Inhumas,Goiás,53629.0,7350483.0,614.887,87.21765137334178,0.7295983134713733
Ipameri,Goiás,26163.0,7350483.0,4382.863,5.969385764510549,0.35593579360703237
Ipiranga de Goiás,Goiás,2964.0,7350483.0,244.209,12.137144822672383,0.04032388075722371
Iporá,Goiás,36983.0,7350483.0,1027.249,36.00198199268142,0.5031370047383281
Israelândia,Goiás,2540.0,7350483.0,579.19,4.385434831402476,0.03455555233581249
Itaberaí,Goiás,46943.0,7350483.0,1461.916,32.11060006183666,0.638638304448837
Itaguari,Goiás,5088.0,7350483.0,142.652,35.66721812522783,0.06921994105693462
Itaguaru,Goiás,4880.0,7350483.0,241.029,20.246526351600846,0.06639019503888384
Itajá,Goiás,4328.0,7350483.0,2082.736,2.078035814428713,0.05888048445251829
Itapaci,Goiás,21708.0,7350483.0,952.998,22.778641718030887,0.29532753153772345
Itapirapuã,Goiás,8125.0,7350483.0,2047.874,3.9675292522879824,0.11053695383010885
Itapuranga,Goiás,26574.0,7350483.0,1281.404,20.73819029751741,0.3615272629023154
Itarumã,Goiás,6142.0,7350483.0,3437.367,1.7868327705479221,0.08355913482148045
Itauçu,Goiás,7701.0,7350483.0,383.066,20.10358528295385,0.10476862540869765
Itumbiara,Goiás,112289.0,7350483.0,2447.014,45.88817227854029,1.5276411087543498
Ivolândia,Goiás,2729.0,7350483.0,1260.841,2.1644283458421802,0.03712681193875287
Jandaia,Goiás,6360.0,7350483.0,863.087,7.368897921067053,0.08652492632116829
Jaraguá,Goiás,46427.0,7350483.0,1848.947,25.109967998001025,0.6316183575963648
Jataí,Goiás,110404.0,7350483.0,7178.792,15.379189144914632,1.5019965354657647
Jaupaci,Goiás,2946.0,7350483.0,528.783,5.571283494363472,0.04007899889027701
Jesúpolis,Goiás,2124.0,7350483.0,115.211,18.43573964291604,0.028896060299710917
Joviânia,Goiás,7247.0,7350483.0,446.258,16.239484782345638,0.09859216054237524
Jussara,Goiás,19901.0,7350483.0,4092.34,4.862987923779549,0.2707441130059072
Lagoa Santa,Goiás,1426.0,7350483.0,463.289,3.0779923546641514,0.019400085681444336
Leopoldo de Bulhões,Goiás,9035.0,7350483.0,476.137,18.975630963357187,0.12291709265908105
Luziânia,Goiás,218872.0,7350483.0,3962.107,55.241314785289745,2.977654665686595
Mairipotaba,Goiás,2618.0,7350483.0,468.029,5.593670477684075,0.03561670709258154
Mambaí,Goiás,8405.0,7350483.0,858.27,9.792955596723642,0.11434622731594644
Mara Rosa,Goiás,10815.0,7350483.0,1695.463,6.3787885668988356,0.1471331883904772
Marzagão,Goiás,2893.0,7350483.0,225.518,12.828244308658288,0.0393579578376006
Matrinchã,Goiás,4033.0,7350483.0,1150.503,3.505423280078366,0.05486714274422511
Maurilândia,Goiás,10239.0,7350483.0,389.959,26.256606463756444,0.1392969686481827
Mimoso de Goiás,Goiás,2633.0,7350483.0,1380.701,1.9070023125933855,0.03582077531503712
Minaçu,Goiás,26939.0,7350483.0,2854.137,9.438579857939544,0.366492922982068
Mineiros,Goiás,73781.0,7350483.0,9042.844,8.1590481932454,1.0037571680663706
Moiporá,Goiás,1693.0,7350483.0,452.314,3.742975012933493,0.02303250004115376
Monte Alegre de Goiás,Goiás,6613.0,7350483.0,3119.86,2.1196463943894917,0.08996687700658583
Montes Claros de Goiás,Goiás,8972.0,7350483.0,2900.397,3.0933696318124726,0.12206000612476758
Montividiu,Goiás,12957.0,7350483.0,1869.581,6.930429866371129,0.1762741305571348
Montividiu do Norte,Goiás,3770.0,7350483.0,1337.232,2.8192564940115106,0.05128914657717051
Morrinhos,Goiás,53640.0,7350483.0,2846.299,18.845525364692886,0.729747963501174
Morro Agudo de Goiás,Goiás,2499.0,7350483.0,282.333,8.851250119539692,0.03399776586110056
Mossâmedes,Goiás,4655.0,7350483.0,684.882,6.796791272073146,0.06332917170205006
Mozarlândia,Goiás,15109.0,7350483.0,1738.516,8.690745440364081,0.2055511182054295
Mundo Novo,Goiás,6223.0,7350483.0,2141.534,2.905860938934427,0.0846611032227406
Mutunópolis,Goiás,3562.0,7350483.0,955.069,3.729573465372659,0.048459400559119716
Nazário,Goiás,8330.0,7350483.0,281.147,29.628628439926445,0.11332588620366851
Nerópolis,Goiás,33706.0,7350483.0,204.713,164.6500222262387,0.45855490040586444
Niquelândia,Goiás,34466.0,7350483.0,9846.293,3.5004036544514774,0.4688943570102808
Nova América,Goiás,2375.0,7350483.0,209.432,11.340196340578327,0.03231080188880105
Nova Aurora,Goiás,2130.0,7350483.0,307.335,6.930548098979941,0.028977687588693152
Nova Crixás,Goiás,13095.0,7350483.0,7308.681,1.791704960169968,0.17815155820372622
Nova Glória,Goiás,8375.0,7350483.0,411.753,20.339863947560797,0.11393809087103528
Nova Iguaçu de Goiás,Goiás,3072.0,7350483.0,625.625,4.91028971028971,0.041793171958903926
Nova Roma,Goiás,3053.0,7350483.0,2136.725,1.4288221460412547,0.04153468554379351
Nova Veneza,Goiás,9790.0,7350483.0,122.354,80.01373065040784,0.13318852652267885
Novo Brasil,Goiás,3568.0,7350483.0,649.349,5.494733956624249,0.04854102784810195
Novo Gama,Goiás,107092.0,7350483.0,192.285,556.94411940609,1.4569382719475714
Novo Planalto,Goiás,3723.0,7350483.0,1254.491,2.967737512664499,0.05064973281347634
Orizona,Goiás,16890.0,7350483.0,1971.265,8.56810220848034,0.22978081848498932
Ouro Verde de Goiás,Goiás,4108.0,7350483.0,208.804,19.67395260627191,0.05588748385650304
Ouvidor,Goiás,7542.0,7350483.0,411.318,18.336177847796595,0.10260550225066843
Padre Bernardo,Goiás,36692.0,7350483.0,3142.615,11.67562682670324,0.4991780812226897
Palestina de Goiás,Goiás,3132.0,7350483.0,1318.047,2.376243032304614,0.04260944484872627
Palmeiras de Goiás,Goiás,33749.0,7350483.0,1537.196,21.95491010905571,0.45913989597690386
Palmelo,Goiás,2273.0,7350483.0,59.809,38.00431373204702,0.030923137976103066
Palminópolis,Goiás,3939.0,7350483.0,393.326,10.014593492421044,0.05358831521683677
Panamá,Goiás,2449.0,7350483.0,432.204,5.666305725999759,0.033317538452915275
Paranaiguara,Goiás,7470.0,7350483.0,1153.415,6.476420022281659,0.1016259747828816
Paraúna,Goiás,10749.0,7350483.0,3786.578,2.838710836010773,0.14623528821167261
Perolândia,Goiás,3000.0,7350483.0,1033.657,2.902316725954548,0.040813644491117115
Petrolina de Goiás,Goiás,9577.0,7350483.0,530.49,18.05312069973044,0.13029075776380955
Pilar de Goiás,Goiás,2288.0,7350483.0,906.048,2.525252525252525,0.03112720619855865
Piracanjuba,Goiás,25309.0,7350483.0,2374.232,10.659868117353318,0.3443175094752277
Piranhas,Goiás,11913.0,7350483.0,2045.088,5.825177205088485,0.16207098227422606
Pirenópolis,Goiás,27757.0,7350483.0,2200.369,12.61470235219638,0.37762144337997927
Pires do Rio,Goiás,33494.0,7350483.0,1077.641,31.080851600857798,0.45567073619515885
Planaltina,Goiás,110619.0,7350483.0,2558.924,43.22871644488074,1.5049215133209612
Pontalina,Goiás,18685.0,7350483.0,1434.289,13.027360594691865,0.2542009824388411
Porangatu,Goiás,45400.0,7350483.0,4825.287,9.408766773872724,0.617646486632239
Porteirão,Goiás,4225.0,7350483.0,606.262,6.968934223157645,0.057479215991656604
Portelândia,Goiás,3234.0,7350483.0,553.411,5.84375807492081,0.04399710876142425
Posse,Goiás,36060.0,7350483.0,2076.99,17.36166279086563,0.4905800067832277
Professor Jamil,Goiás,3732.0,7350483.0,356.292,10.474554578828602,0.050772173746949686
Quirinópolis,Goiás,49986.0,7350483.0,3786.026,13.202761946167302,0.6800369445109934
Rialma,Goiás,12551.0,7350483.0,268.291,46.78129344629525,0.1707506840026703
Rianápolis,Goiás,3938.0,7350483.0,157.379,25.022398159856145,0.053574710668673066
Rio Quente,Goiás,3994.0,7350483.0,244.655,16.32502912264209,0.05433656536584058
Rio Verde,Goiás,238025.0,7350483.0,8374.255,28.423423934427603,3.238222576666051
Rubiataba,Goiás,20132.0,7350483.0,750.659,26.8191016160467,0.2738867636317232
Sanclerlândia,Goiás,8063.0,7350483.0,509.402,15.828363453618165,0.1096934718439591
Santa Bárbara de Goiás,Goiás,6280.0,7350483.0,140.957,44.55259405350568,0.08543656246807182
Santa Cruz de Goiás,Goiás,3016.0,7350483.0,1109.007,2.7195500118574545,0.04103131726173641
Santa Fé de Goiás,Goiás,5036.0,7350483.0,1164.186,4.325769249930853,0.06851250455242193
Santa Helena de Goiás,Goiás,39481.0,7350483.0,1142.337,34.56160485040754,0.5371211660512649
Santa Isabel,Goiás,3556.0,7350483.0,812.756,4.375236848451442,0.04837777327013749
Santa Rita do Araguaia,Goiás,5842.0,7350483.0,1357.197,4.30445985365426,0.07947777037236872
Santa Rita do Novo Destino,Goiás,2648.0,7350483.0,970.448,2.728636670898389,0.036024843537492704
Santa Rosa de Goiás,Goiás,2837.0,7350483.0,166.44,17.045181446767604,0.03859610314043308
Santa Tereza de Goiás,Goiás,3225.0,7350483.0,789.544,4.084636195069559,0.0438746678279509
Santa Terezinha de Goiás,Goiás,10818.0,7350483.0,1206.6,8.96568871208354,0.1471740020349683
Santo Antônio da Barra,Goiás,4293.0,7350483.0,450.336,9.5328821146877,0.058404325266788584
Santo Antônio de Goiás,Goiás,7873.0,7350483.0,135.022,58.309016308453444,0.107108607692855
Santo Antônio do Descoberto,Goiás,74614.0,7350483.0,943.948,79.04460838944519,1.0150897566867374
Senador Canedo,Goiás,169849.0,7350483.0,247.005,687.6338535657173,2.31071890105725
Serranópolis,Goiás,8201.0,7350483.0,5521.774,1.485211093391363,0.11157089949055048
Silvânia,Goiás,22939.0,7350483.0,2349.924,9.761592289793201,0.31207473032724514
Simolândia,Goiás,5693.0,7350483.0,346.811,16.41528094552941,0.07745069269597658
São Domingos,Goiás,9581.0,7350483.0,3335.999,2.8720032589937827,0.13034517595646436
São Francisco de Goiás,Goiás,6491.0,7350483.0,416.535,15.583324330488434,0.08830712213061373
São João d'Aliança,Goiás,14757.0,7350483.0,3334.455,4.425610781971867,0.20076231725180507
São João da Paraúna,Goiás,1807.0,7350483.0,286.979,6.296627976263072,0.02458341853181621
São Luiz do Norte,Goiás,4926.0,7350483.0,583.832,8.437358692226532,0.06701600425441431
São Luís de Montes Belos,Goiás,35031.0,7350483.0,829.62,42.22535618717003,0.4765809267227745
São Miguel do Araguaia,Goiás,22079.0,7350483.0,6150.179,3.589976812057015,0.3003748189064583
São Miguel do Passa Quatro,Goiás,4621.0,7350483.0,537.347,8.599657204748516,0.06286661706448407
São Patrício,Goiás,2190.0,7350483.0,172.763,12.676325370594398,0.029793960478515496
São Simão,Goiás,17194.0,7350483.0,415.015,41.42982783754804,0.2339166011267559
Sítio d'Abadia,Goiás,2973.0,7350483.0,1611.851,1.8444632909617575,0.04044632169069706
Taquaral de Goiás,Goiás,4146.0,7350483.0,205.665,20.158996426227116,0.05640445668672386
Teresina de Goiás,Goiás,2685.0,7350483.0,784.793,3.4212843386727454,0.036528211819549815
Terezópolis de Goiás,Goiás,8243.0,7350483.0,107.407,76.74546351727541,0.11214229051342614
Trindade,Goiás,150858.0,7350483.0,712.69,211.67407989448427,2.0523549268803154
Trombas,Goiás,3106.0,7350483.0,802.905,3.8684526812013877,0.04225572659646992
Três Ranchos,Goiás,2970.0,7350483.0,284.034,10.456494645007288,0.04040550804620594
Turvelândia,Goiás,5130.0,7350483.0,935.659,5.4827666917114035,0.06979133207981027
Turvânia,Goiás,4478.0,7350483.0,482.317,9.284350333909027,0.06092116667707415
Uirapuru,Goiás,2809.0,7350483.0,1154.305,2.433498945252771,0.038215175791849326
Uruana,Goiás,13871.0,7350483.0,522.904,26.526857702369842,0.18870868757876183
Uruaçu,Goiás,44150.0,7350483.0,2142.484,20.606921685296133,0.6006408014276069
Urutaí,Goiás,3667.0,7350483.0,623.821,5.878288803999865,0.04988787811630882
Valparaíso de Goiás,Goiás,213506.0,7350483.0,61.488,3472.319802237835,2.90465266024015
Varjão,Goiás,3768.0,7350483.0,517.402,7.28253852903545,0.0512619374808431
Vianópolis,Goiás,15476.0,7350483.0,954.115,16.220266948952695,0.21054398738150948
Vicentinópolis,Goiás,9077.0,7350483.0,733.794,12.36995669084239,0.12348848368195668
Vila Boa,Goiás,4185.0,7350483.0,1052.593,3.9758957165780124,0.05693503406510838
Vila Propício,Goiás,5982.0,7350483.0,2181.593,2.742033000655943,0.08138240711528752
Água Fria de Goiás,Goiás,4991.0,7350483.0,2023.636,2.4663526444479147,0.06790029988505517
Água Limpa,Goiás,1856.0,7350483.0,458.836,4.045018263606169,0.02525004139183779
Águas Lindas de Goiás,Goiás,240613.0,7350483.0,191.817,1254.3882971790822,3.2734311473137203
Afonso Cunha,Maranhão,6296.0,7010960.0,371.338,16.954903618805506,0.08980225247327042
Alcântara,Maranhão,18774.0,7010960.0,1167.964,16.07412557236353,0.2677807318826523
Aldeias Altas,Maranhão,23782.0,7010960.0,1942.121,12.24537503070097,0.3392117484624074
Altamira do Maranhão,Maranhão,6565.0,7010960.0,524.374,12.519690144820299,0.09363910220568938
Alto Alegre do Maranhão,Maranhão,24543.0,7010960.0,392.75,62.49013367281986,0.35006618209203877
Alto Alegre do Pindaré,Maranhão,26411.0,7010960.0,1875.901,14.079101189241863,0.37671017949039787
Alto Parnaíba,Maranhão,11382.0,7010960.0,11127.384,1.0228819280434647,0.162345812841608
Amapá do Maranhão,Maranhão,7364.0,7010960.0,502.402,14.657584961843305,0.10503554434770701
Amarante do Maranhão,Maranhão,38333.0,7010960.0,7439.615,5.15255157692972,0.5467582185606535
Anajatuba,Maranhão,26221.0,7010960.0,940.489,27.88017722695321,0.3740001369284663
Anapurus,Maranhão,14111.0,7010960.0,608.903,23.174462927592735,0.20127058206008877
Apicum-Açu,Maranhão,17984.0,7010960.0,341.12,52.72045028142589,0.2565126601777788
Araguanã,Maranhão,11347.0,7010960.0,805.194,14.0922560277399,0.1618465944749364
Araioses,Maranhão,40278.0,7010960.0,1789.73,22.505070597240923,0.5745004963656903
Arame,Maranhão,26191.0,7010960.0,2976.039,8.800623916554857,0.3735722354713192
Arari,Maranhão,30521.0,7010960.0,1100.275,27.739428779168843,0.43533267911955
Axixá,Maranhão,12079.0,7010960.0,160.462,75.27638942553378,0.1722873900293255
Açailândia,Maranhão,110506.0,7010960.0,5805.159,19.03582658114963,1.5761892807832307
Bacabal,Maranhão,107620.0,7010960.0,1656.736,64.95905201552932,1.5350251606056802
Bacabeira,Maranhão,17414.0,7010960.0,542.962,32.07222604896844,0.248382532491984
Bacuri,Maranhão,16610.0,7010960.0,850.491,19.529895084133752,0.23691477344044182
Bacurituba,Maranhão,5374.0,7010960.0,413.651,12.99162820832054,0.0766514143569497
Balsas,Maranhão,106094.0,7010960.0,13141.162,8.073410859709362,1.5132592398187978
Barra do Corda,Maranhão,87672.0,7010960.0,5187.673,16.900062899107173,1.2504992183666717
Barreirinhas,Maranhão,67999.0,7010960.0,3046.308,22.321774423334737,0.9698957061515113
Barão de Grajaú,Maranhão,19458.0,7010960.0,2209.414,8.80686009955581,0.2775368851056061
Bela Vista do Maranhão,Maranhão,12073.0,7010960.0,147.954,81.5996863890128,0.1722018097378961
Belágua,Maranhão,8716.0,7010960.0,569.606,15.30180510739002,0.12431963668313611
Benedito Leite,Maranhão,5597.0,7010960.0,1784.64,3.1362067419759727,0.0798321485217431
Bequimão,Maranhão,19983.0,7010960.0,790.222,25.287830508388783,0.2850251606056803
Bernardo do Mearim,Maranhão,5983.0,7010960.0,247.186,24.204445235571594,0.08533781393703573
Boa Vista do Gurupi,Maranhão,7769.0,7010960.0,400.35,19.40552016985138,0.11081221401919282
Bom Jardim,Maranhão,34035.0,7010960.0,6588.38,5.165913320118148,0.4854542031333797
Bom Jesus das Selvas,Maranhão,29588.0,7010960.0,2676.98,11.052753475931834,0.42202494380227534
Bom Lugar,Maranhão,12414.0,7010960.0,445.171,27.885913502901133,0.17706562296746808
Brejo,Maranhão,35322.0,7010960.0,1073.258,32.91100555504827,0.5038111756449901
Brejo de Areia,Maranhão,9387.0,7010960.0,986.036,9.519936391774744,0.13389036594132614
Buriti,Maranhão,30799.0,7010960.0,1475.779,20.86965595797203,0.439297899289113
Buriti Bravo,Maranhão,22940.0,7010960.0,1582.552,14.495574237055086,0.32720198089847896
Buriticupu,Maranhão,56896.0,7010960.0,2544.857,22.35724836405346,0.8115293768613714
Buritirana,Maranhão,13157.0,7010960.0,820.968,16.026203213767165,0.18766331572281114
Cachoeira Grande,Maranhão,10004.0,7010960.0,707.236,14.145207540340142,0.14269087257665142
Cajapió,Maranhão,10342.0,7010960.0,545.244,18.9676548481047,0.14751189566050868
Cajari,Maranhão,16711.0,7010960.0,662.066,25.240685973905922,0.23835537501283705
Campestre do Maranhão,Maranhão,12553.0,7010960.0,613.529,20.460320539045423,0.17904823305224962
Cantanhede,Maranhão,24976.0,7010960.0,773.01,32.31006067191886,0.3562422264568618
Capinzal do Norte,Maranhão,11664.0,7010960.0,590.267,19.760549039671876,0.1663680865387907
Carolina,Maranhão,24606.0,7010960.0,6267.675,3.9258576744965237,0.35096477515204766
Carutapera,Maranhão,24855.0,7010960.0,1260.977,19.71090670170828,0.35451635724636854
Caxias,Maranhão,163428.0,7010960.0,5201.927,31.416819190273145,2.331035977954517
Cedral,Maranhão,10444.0,7010960.0,285.211,36.61850349390451,0.14896676061480882
Central do Maranhão,Maranhão,7233.0,7010960.0,319.538,22.635805444109934,0.1031670413181647
Centro Novo do Maranhão,Maranhão,16529.0,7010960.0,8401.003,1.9675031659910132,0.2357594395061447
Centro do Guilherme,Maranhão,12668.0,7010960.0,1167.848,10.847302046156692,0.1806885219713135
Chapadinha,Maranhão,84202.0,7010960.0,3247.385,25.92917070196481,1.2010052831566576
Cidelândia,Maranhão,13152.0,7010960.0,1462.809,8.990920892611408,0.18759199881328664
Codó,Maranhão,118295.0,7010960.0,4361.606,27.121890422931372,1.687286762440522
Coelho Neto,Maranhão,42918.0,7010960.0,977.079,43.924800348794726,0.6121558245946347
Colinas,Maranhão,41745.0,7010960.0,1978.695,21.097238331324434,0.5954248776201833
Conceição do Lago-Açu,Maranhão,15264.0,7010960.0,725.664,21.034528376769416,0.21771626139644212
Coroatá,Maranhão,61351.0,7010960.0,2263.692,27.102185279622844,0.8750727432477149
Cururupu,Maranhão,32608.0,7010960.0,1257.608,25.92858824053282,0.4651003571550829
Cândido Mendes,Maranhão,20413.0,7010960.0,1634.861,12.486076797966309,0.2911584148247886
Davinópolis,Maranhão,14788.0,7010960.0,332.249,44.5087870843855,0.21092689160970823
Dom Pedro,Maranhão,23579.0,7010960.0,358.493,65.77255343897929,0.3363162819357121
Duque Bacelar,Maranhão,10448.0,7010960.0,317.494,32.90770849212898,0.14902381414242843
Esperantinópolis,Maranhão,18725.0,7010960.0,452.411,41.38935613855543,0.26708182616931203
Estreito,Maranhão,34353.0,7010960.0,2720.266,12.628544414406532,0.48998995857913896
Feira Nova do Maranhão,Maranhão,8236.0,7010960.0,1625.822,5.065745204579591,0.1174732133687826
Fernando Falcão,Maranhão,11184.0,7010960.0,5086.589,2.1987229555995187,0.15952166322443717
Formosa da Serra Negra,Maranhão,18133.0,7010960.0,3690.61,4.913279918495858,0.25863790408160936
Fortaleza dos Nogueiras,Maranhão,12951.0,7010960.0,1853.406,6.98767566307652,0.1847250590504011
Fortuna,Maranhão,17346.0,7010960.0,834.83,20.777882922271598,0.24741262252245058
Godofredo Viana,Maranhão,10422.0,7010960.0,720.129,14.472407027074315,0.14865296621290094
Gonçalves Dias,Maranhão,17579.0,7010960.0,883.588,19.89501894548138,0.250735990506293
Governador Archer,Maranhão,10472.0,7010960.0,445.856,23.4874040048805,0.1493661353081461
Governador Edison Lobão,Maranhão,18908.0,7010960.0,615.957,30.696948001240347,0.26969202505790935
Governador Eugênio Barros,Maranhão,14258.0,7010960.0,647.989,22.003459935276677,0.2033672992001095
Governador Luiz Rocha,Maranhão,7219.0,7010960.0,401.587,17.976179507802794,0.10296735397149605
Governador Newton Bello,Maranhão,10981.0,7010960.0,1144.146,9.597551361452123,0.15662619669774183
Governador Nunes Freire,Maranhão,23563.0,7010960.0,1037.13,22.71942765130697,0.33608806782523365
Grajaú,Maranhão,76578.0,7010960.0,8861.717,8.641440479311175,1.0922612595136758
Graça Aranha,Maranhão,6161.0,7010960.0,271.445,22.69704728398018,0.08787669591610849
Guimarães,Maranhão,10470.0,7010960.0,478.857,21.864564995395284,0.14933760854433628
Humberto de Campos,Maranhão,26546.0,7010960.0,1714.625,15.482102500546766,0.37863573604755985
Icatu,Maranhão,25332.0,7010960.0,1124.445,22.528447367367903,0.36131999041500734
Igarapé Grande,Maranhão,10463.0,7010960.0,346.218,30.220843514779705,0.149237764871002
Igarapé do Meio,Maranhão,14350.0,7010960.0,368.685,38.9221150846929,0.20467953033536063
Imperatriz,Maranhão,285146.0,7010960.0,1369.039,208.28186779193288,4.0671462966555225
Itaipava do Grajaú,Maranhão,14143.0,7010960.0,1244.398,11.36533488481981,0.20172701028104567
Itapecuru Mirim,Maranhão,62269.0,7010960.0,1480.641,42.0554340991503,0.8881665278364161
Itinga do Maranhão,Maranhão,22934.0,7010960.0,3583.423,6.400025897026391,0.32711640060704955
Jatobá,Maranhão,7610.0,7010960.0,591.616,12.86307334487235,0.10854433629631319
